Date,Open,High,Low,Close,Adj Close,Volume
2016-04-27,119.589996,120.089996,119.419998,120.089996,103.645622,3091100
2016-04-28,119.900002,120.269997,119.820000,120.199997,103.740562,3503200
2016-04-29,120.080002,120.419998,119.849998,120.330002,103.852760,2924600
2016-05-02,119.949997,120.050003,119.769997,119.849998,103.718605,6771200
2016-05-03,120.040001,120.239998,119.900002,120.059998,103.900368,3732700
2016-05-04,120.000000,120.010002,119.720001,119.860001,103.727295,4228200
2016-05-05,119.959999,120.129997,119.620003,120.099998,103.934952,4466000
2016-05-06,120.050003,120.050003,119.690002,119.839996,103.709984,3045000
2016-05-09,119.949997,119.949997,119.610001,119.720001,103.606133,6202800
2016-05-10,119.809998,119.970001,119.669998,119.919998,103.779205,5469900
2016-05-11,119.839996,120.239998,119.750000,120.050003,103.891693,3416600
2016-05-12,120.099998,120.099998,119.669998,119.800003,103.675346,2681900
2016-05-13,119.910004,120.059998,119.779999,120.019997,103.865746,4328100
2016-05-16,120.019997,120.019997,119.599998,119.620003,103.519562,2968400
2016-05-17,119.610001,119.800003,119.510002,119.580002,103.484993,3386000
2016-05-18,119.449997,119.449997,118.440002,118.559998,102.602226,7022100
2016-05-19,118.620003,118.919998,118.620003,118.839996,102.844551,5759900
2016-05-20,118.930000,118.989998,118.690002,118.919998,102.913780,2977700
2016-05-23,118.919998,118.980003,118.709999,118.919998,102.913780,2842000
2016-05-24,118.989998,118.989998,118.559998,118.720001,102.740723,3498100
2016-05-25,118.730003,118.959999,118.699997,118.930000,102.922447,4793800
2016-05-26,118.959999,119.449997,118.959999,119.269997,103.216675,4858600
2016-05-27,119.279999,119.410004,119.029999,119.180000,103.138771,2762800
2016-05-31,119.000000,119.500000,118.910004,119.389999,103.320541,3170400
2016-06-01,119.279999,119.419998,119.040001,119.139999,103.393448,5528700
2016-06-02,119.279999,119.599998,119.230003,119.379997,103.601730,2709400
2016-06-03,120.050003,120.339996,119.930000,120.339996,104.434845,2998800
2016-06-06,120.309998,120.309998,120.019997,120.050003,104.183182,6401500
2016-06-07,120.320000,120.449997,120.180000,120.230003,104.339386,3663400
2016-06-08,120.379997,120.639999,120.330002,120.629997,104.686485,2478800
2016-06-09,120.910004,120.970001,120.730003,120.800003,104.834030,2885400
2016-06-10,120.900002,121.150002,120.879997,120.940002,104.955544,4209200
2016-06-13,121.150002,121.150002,120.680000,120.760002,104.799316,3979900
2016-06-14,120.919998,121.019997,120.449997,120.489998,104.565025,6301100
2016-06-15,120.900002,121.089996,120.650002,120.940002,104.955544,5589500
2016-06-16,120.919998,121.260002,120.860001,121.120003,105.111732,4550700
2016-06-17,121.080002,121.080002,120.690002,120.760002,104.799316,2673200
