Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,178.649994,179.229996,176.979996,177.940002,156.108887,4997200
2015-01-05,177.059998,177.210007,174.460007,174.839996,153.389191,6700200
2015-01-06,175.100006,175.539993,172.320007,173.389999,152.117065,10131400
2015-01-07,174.850006,175.789993,174.240005,175.589996,154.047180,5547000
2015-01-08,177.259995,178.960007,177.210007,178.759995,156.828293,7166700
2015-01-09,178.979996,179.059998,176.630005,177.220001,155.477219,6646600
2015-01-12,177.440002,177.630005,175.460007,176.240005,154.617401,4305300
2015-01-13,177.720001,179.029999,174.699997,175.979996,154.389297,9913500
2015-01-14,173.440002,174.720001,172.419998,174.059998,152.704865,11090600
2015-01-15,174.740005,175.080002,172.809998,173.059998,151.827591,9293700
2015-01-16,172.570007,174.970001,172.119995,174.669998,153.371140,8721900
2015-01-20,175.229996,175.610001,173.139999,174.899994,153.573151,7224100
2015-01-21,174.250000,175.750000,173.660004,175.350006,153.968292,6259300
2015-01-22,175.919998,178.139999,174.509995,177.919998,156.224854,9565100
2015-01-23,177.710007,177.820007,176.389999,176.410004,154.899048,4795300
2015-01-26,176.160004,176.710007,175.380005,176.500000,154.978088,3730400
2015-01-27,173.500000,174.750000,172.589996,173.589996,152.422913,11565100
2015-01-28,174.550003,174.610001,171.589996,171.720001,150.780945,9673200
2015-01-29,172.160004,174.070007,171.059998,173.899994,152.695038,9615200
2015-01-30,173.199997,173.949997,171.270004,171.449997,150.543808,11138500
2015-02-02,171.949997,173.429993,170.100006,173.270004,152.141891,9437900
2015-02-03,174.130005,176.399994,174.100006,176.330002,154.828766,7543400
2015-02-04,175.800003,177.570007,175.779999,176.529999,155.004410,5935900
2015-02-05,177.279999,178.639999,177.089996,178.550003,156.778107,6037800
2015-02-06,178.820007,179.360001,177.479996,178.089996,156.374191,7211900
2015-02-09,177.179993,177.940002,176.679993,177.089996,155.496094,3723100
2015-02-10,178.169998,178.750000,177.139999,178.509995,156.742966,3572700
2015-02-11,178.089996,179.089996,177.669998,178.699997,156.909775,5174500
2015-02-12,179.270004,179.929993,179.000000,179.839996,157.910858,3742700
2015-02-13,180.000000,180.539993,179.759995,180.339996,158.349792,3998200
2015-02-17,180.059998,180.699997,179.710007,180.570007,158.551712,2850900
2015-02-18,180.179993,180.679993,179.970001,180.470001,158.463974,2724800
2015-02-19,179.869995,180.429993,179.429993,180.089996,158.130264,2663500
2015-02-20,179.149994,181.199997,178.500000,181.139999,159.486221,8914600
2015-02-23,180.710007,180.919998,180.320007,180.919998,159.292511,2738600
2015-02-24,181.029999,182.059998,180.889999,181.910004,160.164169,4228700
2015-02-25,181.809998,182.169998,181.559998,181.960007,160.208206,2822900
2015-02-26,181.919998,182.240005,181.399994,182.009995,160.252243,3045800
2015-02-27,181.929993,181.940002,181.149994,181.190002,159.530197,3161300
2015-03-02,181.369995,182.679993,181.369995,182.679993,160.842178,3213100
2015-03-03,182.229996,182.389999,181.190002,181.869995,160.128830,2825800
2015-03-04,181.410004,181.410004,180.130005,180.779999,159.169174,3820200
2015-03-05,181.250000,181.449997,180.710007,181.169998,159.512619,2410700
2015-03-06,180.119995,180.630005,178.130005,178.399994,157.073746,7297400
2015-03-09,178.529999,180.190002,178.529999,179.800003,158.306427,3844900
2015-03-10,178.380005,178.509995,176.679993,176.690002,155.568161,6070100
2015-03-11,176.979996,177.289993,176.229996,176.350006,155.268814,5584600
2015-03-12,177.240005,179.020004,177.199997,178.970001,157.575607,4024300
2015-03-13,178.389999,178.500000,176.270004,177.559998,156.334167,6833900
2015-03-16,178.250000,179.910004,178.250000,179.779999,158.288727,5550100
2015-03-17,178.789993,178.970001,177.860001,178.500000,157.161835,5392900
2015-03-18,177.910004,181.009995,176.970001,180.729996,159.125198,11294400
2015-03-19,180.179993,180.389999,179.309998,179.660004,158.183105,6229200
2015-03-20,180.460007,181.669998,180.169998,180.960007,159.604004,5999200
2015-03-23,181.050003,181.750000,180.839996,180.850006,159.506973,3593900
2015-03-24,180.649994,181.190002,179.770004,179.830002,158.607391,4692100
2015-03-25,179.949997,180.160004,176.880005,176.919998,156.040771,8474700
2015-03-26,176.149994,177.300003,175.460007,176.479996,155.652679,6604500
2015-03-27,176.330002,176.970001,175.970001,176.809998,155.943817,3971800
2015-03-30,178.309998,179.759995,178.279999,179.389999,158.219345,5399300
2015-03-31,178.520004,179.080002,177.429993,177.580002,156.622925,4633800
2015-04-01,177.539993,177.539993,175.570007,176.740005,155.881958,7440500
2015-04-02,176.699997,177.910004,176.429993,177.330002,156.402390,3223600
2015-04-06,176.320007,179.169998,176.089996,178.589996,157.513718,6284900
2015-04-07,178.770004,179.580002,178.419998,178.419998,157.363724,6011600
2015-04-08,178.600006,179.559998,177.960007,178.750000,157.654785,4738500
2015-04-09,178.660004,179.630005,177.979996,179.399994,158.228088,4483800
2015-04-10,179.669998,180.440002,179.179993,180.369995,159.083618,3463600
2015-04-13,180.169998,180.860001,179.490005,179.639999,158.439789,3358200
2015-04-14,179.580002,180.539993,178.800003,180.179993,158.915970,4811400
2015-04-15,180.830002,181.380005,180.449997,180.880005,159.533463,4377800
2015-04-16,180.669998,181.509995,180.429993,180.910004,159.559906,3873900
2015-04-17,179.270004,179.410004,177.160004,177.940002,157.042847,8683500
2015-04-20,179.309998,180.610001,179.149994,180.029999,158.887329,5355800
2015-04-21,180.699997,180.880005,178.970001,179.259995,158.207794,3596600
2015-04-22,179.649994,180.250000,178.550003,180.059998,158.913895,5575200
2015-04-23,179.440002,181.070007,179.199997,180.369995,159.187439,4893000
2015-04-24,180.500000,180.820007,179.789993,180.539993,159.337463,4010000
2015-04-27,181.460007,181.539993,179.960007,180.169998,159.010971,4969100
2015-04-28,180.360001,180.940002,178.880005,180.839996,159.602264,4534200
2015-04-29,179.800003,180.710007,179.240005,180.070007,158.922714,6559400
2015-04-30,179.699997,180.020004,177.449997,178.179993,157.254623,8564600
2015-05-01,179.210007,180.009995,178.979996,179.899994,158.772614,3895700
2015-05-04,180.339996,181.050003,180.250000,180.440002,159.249207,3256900
2015-05-05,180.229996,180.589996,178.779999,179.009995,157.987167,5316300
2015-05-06,179.869995,180.250000,177.250000,178.389999,157.439957,7534200
2015-05-07,178.119995,179.699997,177.889999,179.279999,158.225494,4142800
2015-05-08,181.139999,182.020004,181.080002,181.850006,160.493591,5529600
2015-05-11,181.770004,182.000000,180.880005,181.080002,159.814026,3753600
2015-05-12,180.100006,181.229996,179.270004,180.720001,159.496368,4742800
2015-05-13,180.850006,181.440002,180.479996,180.750000,159.522797,3851400
2015-05-14,181.809998,182.639999,181.729996,182.539993,161.102554,4921400
2015-05-15,182.240005,182.509995,181.889999,182.479996,161.405991,4522200
2015-05-18,182.429993,183.009995,182.190002,182.679993,161.582947,2890500
2015-05-19,182.919998,183.279999,182.369995,182.929993,161.804016,2766600
2015-05-20,183.229996,183.350006,182.559998,182.710007,161.609451,5080800
2015-05-21,182.619995,183.039993,182.360001,182.789993,161.680206,2724200
2015-05-22,182.509995,182.740005,182.039993,182.259995,161.211395,2357000
2015-05-26,181.929993,181.929993,179.789993,180.369995,159.539658,5529700
2015-05-27,180.770004,181.789993,180.449997,181.520004,160.556854,3588200
2015-05-28,181.110001,181.330002,180.649994,181.289993,160.353500,3660900
2015-05-29,181.169998,181.190002,179.669998,180.110001,159.309738,4923700
2015-06-01,181.000000,181.149994,179.809998,180.399994,159.566238,4349000
2015-06-02,180.080002,180.960007,179.270004,180.149994,159.345123,5106200
2015-06-03,180.850006,181.740005,180.119995,180.880005,159.990814,5481500
2015-06-04,180.179993,180.919998,178.779999,179.210007,158.513641,7312500
2015-06-05,179.080002,179.460007,178.250000,178.500000,157.885620,5228700
2015-06-08,178.509995,178.600006,177.679993,177.809998,157.275299,4380500
2015-06-09,177.820007,178.259995,177.199997,177.710007,157.186890,4722400
2015-06-10,178.380005,180.539993,178.380005,180.059998,159.265488,5480900
2015-06-11,180.690002,181.259995,180.389999,180.639999,159.778534,3714800
2015-06-12,179.860001,180.059998,178.720001,179.130005,158.442917,4566800
2015-06-15,177.889999,178.369995,177.110001,178.100006,157.531815,5502700
2015-06-16,178.070007,179.360001,177.880005,179.210007,158.513641,3276900
2015-06-17,179.660004,180.139999,178.490005,179.479996,158.752457,3650900
2015-06-18,180.210007,181.940002,180.139999,181.330002,160.388855,6542800
2015-06-19,180.639999,180.740005,179.729996,179.759995,159.422165,3964000
